Id,Code,AreaCode,Name,ShortName,Longitude,Latitude,Sort,Memo,Disabled
1,110101001,110101,东华门街道,东华门街道,116.409607,39.917973,5,,false
2,110101002,110101,景山街道,景山街道,116.410049,39.92688,12,,false
3,110101003,110101,交道口街道,交道口街道,116.405479,39.9366,11,,false
4,110101004,110101,安定门街道,安定门街道,116.403862,39.944294,1,,false
5,110101005,110101,北新桥街道,北新桥街道,116.424095,39.942024,2,,false
6,110101006,110101,东四街道,东四街道,116.423729,39.93026,7,,false
7,110101007,110101,朝阳门街道,朝阳门街道,116.428055,39.9188,3,,false
8,110101008,110101,建国门街道,建国门街道,116.426224,39.910351,10,,false
9,110101009,110101,东直门街道,东直门街道,116.440498,39.934071,8,,false
10,110101010,110101,和平里街道,和平里街道,116.42347,39.954552,9,,false
11,110101011,110101,前门街道,前门街道,116.40834,39.898033,14,,false
12,110101012,110101,崇文门外街道,崇文门外街道,116.412598,39.89743,4,,false
13,110101013,110101,东花市街道,东花市街道,116.429489,39.899067,6,,false
14,110101014,110101,龙潭街道,龙潭街道,116.436722,39.887169,13,,false
15,110101015,110101,体育馆路街道,体育馆路街道,116.418755,39.917545,16,,false
16,110101016,110101,天坛街道,天坛街道,116.40004,39.889736,15,,false
17,110101017,110101,永定门外街道,永定门外街道,116.401382,39.866001,17,,false
18,110102001,110102,西长安街街道,西长安街街道,116.366791,39.91531,13,,false
19,110102003,110102,新街口街道,新街口街道,116.370972,39.943054,12,,false
20,110102007,110102,月坛街道,月坛街道,116.344398,39.915092,14,,false
21,110102009,110102,展览路街道,展览路街道,116.366791,39.91531,15,,false
22,110102010,110102,德胜街道,德胜街道,116.366791,39.91531,4,,false
23,110102011,110102,金融街街道,金融街街道,116.366791,39.91531,7,,false
24,110102012,110102,什刹海街道,什刹海街道,116.366791,39.91531,9,,false
25,110102013,110102,大栅栏街道,大栅栏街道,116.39399,39.893547,3,,false
26,110102014,110102,天桥街道,天桥街道,116.386925,39.884876,11,,false
27,110102015,110102,椿树街道,椿树街道,116.375763,39.899055,2,,false
28,110102016,110102,陶然亭街道,陶然亭街道,116.380646,39.883484,10,,false
29,110102017,110102,广安门内街道,广安门内街道,116.362999,39.889526,5,,false
30,110102018,110102,牛街街道,牛街街道,116.366791,39.91531,8,,false
31,110102019,110102,白纸坊街道,白纸坊街道,116.363579,39.877087,1,,false
32,110102020,110102,广安门外街道,广安门外街道,116.340057,39.890453,6,,false
33,110105001,110105,建外街道,建外街道,116.486412,39.92149,18,,false
34,110105002,110105,朝外街道,朝外街道,116.486412,39.92149,5,,false
35,110105003,110105,呼家楼街道,呼家楼街道,116.464325,39.920929,16,,false
36,110105004,110105,三里屯街道,三里屯街道,116.447914,39.937122,29,,false
37,110105005,110105,左家庄街道,左家庄街道,116.451515,39.949432,43,,false
38,110105006,110105,香河园街道,香河园街道,116.43911,39.961151,39,,false
39,110105007,110105,和平街街道,和平街街道,116.486412,39.92149,15,,false
40,110105008,110105,安贞街道,安贞街道,116.401085,39.96804,1,,false
41,110105009,110105,亚运村街道,亚运村街道,116.409248,39.984192,42,,false
42,110105010,110105,小关街道,小关街道,116.412659,39.977505,40,,false
43,110105011,110105,酒仙桥街道,酒仙桥街道,116.490242,39.964268,21,,false
44,110105012,110105,麦子店街道,麦子店街道,116.472198,39.946911,24,,false
45,110105013,110105,团结湖街道,团结湖街道,116.462578,39.931461,35,,false
46,110105014,110105,六里屯街道,六里屯街道,116.479851,39.928219,23,,false
47,110105015,110105,八里庄街道,八里庄街道,116.478851,39.914959,3,,false
48,110105016,110105,双井街道,双井街道,116.449379,39.887966,32,,false
49,110105017,110105,劲松街道,劲松街道,116.460236,39.88493,19,,false
50,110105018,110105,潘家园街道,潘家园街道,116.451332,39.874855,26,,false
51,110105019,110105,垡头街道,垡头街道,116.51088,39.867611,11,,false
52,110105021,110105,南磨房,南磨房,116.478004,39.883575,25,,false
53,110105022,110105,高碑店,高碑店,116.533867,39.904636,12,,false
54,110105023,110105,将台,将台,116.488976,39.96888,17,,false
55,110105024,110105,太阳宫,太阳宫,116.44297,39.973053,34,,false
56,110105025,110105,大屯街道,大屯街道,116.486412,39.92149,7,,false
57,110105026,110105,望京街道,望京街道,116.46936,39.992771,36,,false
58,110105027,110105,小红门,小红门,116.448891,39.813721,41,,false
59,110105028,110105,十八里店,十八里店,116.482971,39.851437,30,,false
60,110105029,110105,平房,平房,116.486412,39.92149,27,,false
61,110105030,110105,东风,东风,116.486412,39.92149,9,,false
62,110105031,110105,奥运村街道,奥运村街道,116.486412,39.92149,2,,false
63,110105032,110105,来广营,来广营,116.433525,40.032036,22,,false
64,110105033,110105,常营,常营,116.586838,39.93235,4,,false
65,110105034,110105,三间房,三间房,116.580421,39.907997,28,,false
66,110105035,110105,管庄,管庄,116.593246,39.91074,13,,false
67,110105036,110105,金盏,金盏,116.568649,40.003006,20,,false
68,110105037,110105,孙河,孙河,116.52356,40.041115,33,,false
69,110105038,110105,崔各庄,崔各庄,116.515221,40.000652,6,,false
70,110105039,110105,东坝,东坝,116.546272,39.968742,8,,false
71,110105040,110105,黑庄户,黑庄户,116.596657,39.853325,14,,false
72,110105041,110105,豆各庄,豆各庄,116.572556,39.873047,10,,false
73,110105042,110105,王四营,王四营,116.530945,39.875202,38,,false
74,110105043,110105,首都机场街道,首都机场街道,116.591217,40.048229,31,,false
75,110105501,110105,望京开发街道,望京开发街道,116.486412,39.92149,37,,false
76,110106001,110106,右安门街道,右安门街道,116.370247,39.861198,18,,false
77,110106002,110106,太平桥街道,太平桥街道,116.320007,39.8834,13,,false
78,110106003,110106,西罗园街道,西罗园街道,116.384293,39.86441,16,,false
79,110106004,110106,大红门街道,大红门街道,116.407379,39.838314,1,,false
80,110106005,110106,南苑街道,南苑街道,116.393547,39.805305,12,,false
81,110106006,110106,东高地街道,东高地街道,116.420662,39.807209,2,,false
82,110106007,110106,东铁匠营街道,东铁匠营街道,116.417114,39.859398,3,,false
83,110106008,110106,卢沟桥街道,卢沟桥街道,116.281425,39.870892,9,,false
84,110106009,110106,丰台街道,丰台街道,116.28685,39.848854,5,,false
85,110106010,110106,新村街道,新村街道,116.308426,39.839706,17,,false
86,110106011,110106,长辛店街道,长辛店街道,116.210548,39.826126,20,,false
87,110106012,110106,云岗街道,云岗街道,116.16291,39.81176,19,,false
88,110106013,110106,方庄,方庄,116.444229,39.860241,4,,false
89,110106014,110106,宛平城,宛平城,116.286964,39.863644,15,,false
90,110106015,110106,马家堡街道,马家堡街道,116.36795,39.847233,10,,false
91,110106016,110106,和义街道,和义街道,116.396111,39.812717,6,,false
92,110106017,110106,卢沟桥,卢沟桥,116.295036,39.8671,8,,false
93,110106018,110106,花乡,花乡,116.330498,39.832306,7,,false
94,110106019,110106,南苑,南苑,116.286964,39.863644,11,,false
95,110106100,110106,长辛店镇,长辛店镇,116.209229,39.841064,21,,false
96,110106101,110106,王佐镇,王佐镇,116.156181,39.801369,14,,false
97,110107001,110107,八宝山街道,八宝山街道,116.231972,39.898903,1,,false
98,110107002,110107,老山街道,老山街道,116.222443,39.91058,6,,false
99,110107003,110107,八角街道,八角街道,116.195648,39.916122,2,,false
100,110107004,110107,古城街道,古城街道,116.190033,39.914886,4,,false
101,110107005,110107,苹果园街道,苹果园街道,116.185539,39.928898,8,,false
102,110107006,110107,金顶街街道,金顶街街道,116.195442,39.9146,5,,false
103,110107009,110107,广宁街道,广宁街道,116.195442,39.9146,3,,false
104,110107010,110107,五里坨街道,五里坨街道,116.125771,39.956409,9,,false
105,110107011,110107,鲁谷街道,鲁谷街道,116.195442,39.9146,7,,false
106,110108001,110108,万寿路街道,万寿路街道,116.310318,39.956074,19,,false
107,110108002,110108,永定路街道,永定路街道,116.310318,39.956074,27,,false
108,110108003,110108,羊坊店街道,羊坊店街道,116.304726,39.911819,25,,false
109,110108004,110108,甘家口街道,甘家口街道,116.319992,39.920059,5,,false
110,110108005,110108,八里庄街道,八里庄街道,116.301697,39.927006,1,,false
111,110108006,110108,紫竹院街道,紫竹院街道,116.3116,39.943417,29,,false
112,110108007,110108,北下关街道,北下关街道,116.338242,39.95776,3,,false
113,110108008,110108,北太平庄街道,北太平庄街道,116.361931,39.950478,2,,false
114,110108010,110108,学院路街道,学院路街道,116.310318,39.956074,24,,false
115,110108011,110108,中关村街道,中关村街道,116.317337,39.97929,28,,false
116,110108012,110108,海淀街道,海淀街道,116.31134,39.981155,6,,false
117,110108013,110108,青龙桥街道,青龙桥街道,116.271385,40.004307,11,,false
118,110108014,110108,清华园街道,清华园街道,116.324829,39.998608,10,,false
119,110108015,110108,燕园街道,燕园街道,116.311707,39.98896,26,,false
120,110108016,110108,香山街道,香山街道,116.20723,39.993671,21,,false
121,110108017,110108,清河街道,清河街道,116.345604,40.028881,9,,false
122,110108018,110108,花园路街道,花园路街道,116.310318,39.956074,7,,false
123,110108019,110108,西三旗街道,西三旗街道,116.360992,40.034203,23,,false
124,110108020,110108,马连洼街道,马连洼街道,116.291893,40.032803,8,,false
125,110108021,110108,田村路街道,田村路街道,116.310318,39.956074,17,,false
126,110108022,110108,上地街道,上地街道,116.313126,40.031029,12,,false
127,110108023,110108,万柳,万柳,116.310318,39.956074,18,,false
128,110108024,110108,东升,东升,116.334396,39.9953,4,,false
129,110108025,110108,曙光街道,曙光街道,116.310318,39.956074,14,,false
130,110108026,110108,温泉,温泉,116.310318,39.956074,20,,false
131,110108027,110108,四季青,四季青,116.274788,39.95467,15,,false
132,110108028,110108,西北旺,西北旺,116.263611,40.04834,22,,false
133,110108029,110108,苏家坨,苏家坨,116.164581,40.080269,16,,false
134,110108030,110108,上庄,上庄,116.213127,40.109314,13,,false
135,110109001,110109,大峪街道,大峪街道,116.105377,39.937183,3,,false
136,110109002,110109,城子街道,城子街道,116.100075,39.950085,1,,false
137,110109003,110109,东辛房街道,东辛房街道,116.068314,39.930557,4,,false
138,110109004,110109,大台街道,大台街道,115.941231,39.965275,2,,false
139,110109005,110109,王平,王平,115.991081,39.970787,10,,false
140,110109006,110109,永定,永定,116.105377,39.937183,12,,false
141,110109007,110109,龙泉,龙泉,116.105377,39.937183,6,,false
142,110109101,110109,潭柘寺镇,潭柘寺镇,116.030296,39.878857,9,,false
143,110109104,110109,军庄镇,军庄镇,116.103455,40.003696,5,,false
144,110109105,110109,雁翅镇,雁翅镇,115.83194,40.018093,11,,false
145,110109106,110109,斋堂镇,斋堂镇,115.696526,39.972404,13,,false
146,110109107,110109,清水镇,清水镇,115.612823,39.94273,8,,false
147,110109108,110109,妙峰山镇,妙峰山镇,116.05024,39.9757,7,,false
148,110111001,110111,城关街道,城关街道,115.985153,39.692829,1,,false
149,110111002,110111,新镇街道,新镇街道,116.06031,39.735687,22,,false
150,110111004,110111,向阳街道,向阳街道,115.938438,39.741043,18,,false
151,110111005,110111,东风街道,东风街道,115.963303,39.755089,4,,false
152,110111006,110111,迎风街道,迎风街道,115.951492,39.726887,24,,false
153,110111007,110111,星城街道,星城街道,116.064255,39.71352,21,,false
154,110111008,110111,良乡,良乡,116.13916,39.735535,10,,false
155,110111009,110111,周口店,周口店,115.951416,39.680836,28,,false
156,110111010,110111,琉璃河,琉璃河,116.033218,39.610653,11,,false
157,110111011,110111,拱辰街道,拱辰街道,116.13916,39.735535,7,,false
158,110111012,110111,西潞街道,西潞街道,116.13916,39.735535,20,,false
159,110111101,110111,阎村镇,阎村镇,116.097092,39.717457,23,,false
160,110111103,110111,窦店镇,窦店镇,116.068581,39.651562,5,,false
161,110111104,110111,石楼镇,石楼镇,115.984932,39.655571,17,,false
162,110111105,110111,长阳镇,长阳镇,116.216995,39.765163,27,,false
163,110111107,110111,河北镇,河北镇,115.93927,39.820038,9,,false
164,110111108,110111,长沟镇,长沟镇,115.900833,39.580128,26,,false
165,110111109,110111,大石窝镇,大石窝镇,115.826035,39.552765,3,,false
166,110111110,110111,张坊镇,张坊镇,115.717293,39.576435,25,,false
167,110111111,110111,十渡镇,十渡镇,115.58934,39.639843,15,,false
168,110111112,110111,青龙湖镇,青龙湖镇,116.039085,39.776115,14,,false
169,110111115,110111,韩村河镇,韩村河镇,115.972313,39.60199,8,,false
170,110111208,110111,霞云岭乡,霞云岭乡,115.751366,39.728802,19,,false
171,110111209,110111,南窖乡,南窖乡,115.842033,39.768734,12,,false
172,110111210,110111,佛子庄乡,佛子庄乡,115.890305,39.820843,6,,false
173,110111211,110111,大安山乡,大安山乡,115.791595,39.886387,2,,false
174,110111212,110111,史家营乡,史家营乡,115.676231,39.859928,16,,false
175,110111213,110111,蒲洼乡,蒲洼乡,115.54641,39.739189,13,,false
176,110112001,110112,中仓街道,中仓街道,116.660721,39.903801,15,,false
177,110112002,110112,新华街道,新华街道,116.66893,39.913754,9,,false
178,110112003,110112,北苑街道,北苑街道,116.647346,39.904167,1,,false
179,110112004,110112,玉桥街道,玉桥街道,116.679749,39.89476,13,,false
180,110112005,110112,永顺,永顺,116.6586,39.902485,11,,false
181,110112006,110112,梨园,梨园,116.662811,39.86639,3,,false
182,110112104,110112,宋庄镇,宋庄镇,116.727448,39.940708,6,,false
183,110112105,110112,张家湾镇,张家湾镇,116.720428,39.858341,14,,false
184,110112106,110112,漷县镇,漷县镇,116.793716,39.779758,2,,false
185,110112109,110112,马驹桥镇,马驹桥镇,116.560837,39.749031,5,,false
186,110112110,110112,西集镇,西集镇,116.881561,39.816906,8,,false
187,110112114,110112,台湖镇,台湖镇,116.652199,39.832069,7,,false
188,110112117,110112,永乐店镇,永乐店镇,116.796532,39.708782,10,,false
189,110112119,110112,潞城镇,潞城镇,116.728889,39.915855,4,,false
190,110112209,110112,于家务回族乡,于家务回族乡,116.703735,39.718834,12,,false
191,110113001,110113,胜利街道,胜利街道,116.644608,40.135448,18,,false
192,110113002,110113,光明街道,光明街道,116.663834,40.130405,6,,false
193,110113003,110113,仁和,仁和,116.665405,40.107895,17,,false
194,110113004,110113,后沙峪,后沙峪,116.544052,40.104713,7,,false
195,110113005,110113,天竺,天竺,116.653526,40.128937,21,,false
196,110113006,110113,杨镇,杨镇,116.830933,40.153427,23,,false
197,110113007,110113,牛栏山,牛栏山,116.654907,40.210587,16,,false
198,110113008,110113,南法信,南法信,116.610886,40.118973,15,,false
199,110113009,110113,马坡,马坡,116.656021,40.175259,12,,false
200,110113010,110113,石园街道,石园街道,116.653526,40.128937,19,,false
201,110113011,110113,空港街道,空港街道,116.653526,40.128937,8,,false
202,110113012,110113,双丰街道,双丰街道,116.653526,40.128937,20,,false
203,110113013,110113,旺泉街道,旺泉街道,116.653526,40.128937,22,,false
204,110113101,110113,高丽营镇,高丽营镇,116.499863,40.159077,5,,false
205,110113104,110113,李桥镇,李桥镇,116.644409,40.060104,9,,false
206,110113105,110113,李遂镇,李遂镇,116.757271,40.090916,10,,false
207,110113106,110113,南彩镇,南彩镇,116.71122,40.134033,14,,false
208,110113108,110113,北务镇,北务镇,116.828636,40.070171,2,,false
209,110113109,110113,大孙各庄镇,大孙各庄镇,116.919495,40.087181,4,,false
210,110113110,110113,张镇,张镇,116.951141,40.151634,24,,false
211,110113111,110113,龙湾屯镇,龙湾屯镇,116.869179,40.224342,11,,false
212,110113112,110113,木林镇,木林镇,116.780861,40.245693,13,,false
213,110113113,110113,北小营镇,北小营镇,116.728714,40.199886,3,,false
214,110113115,110113,北石槽镇,北石槽镇,116.534439,40.25042,1,,false
215,110113116,110113,赵全营镇,赵全营镇,116.604355,40.213955,25,,false
216,110114001,110114,城北街道,城北街道,116.233818,40.226383,3,,false
217,110114002,110114,南口,南口,116.235909,40.218086,11,,false
218,110114003,110114,马池口,马池口,116.168777,40.182747,10,,false
219,110114004,110114,沙河,沙河,116.235909,40.218086,13,,false
220,110114005,110114,城南街道,城南街道,116.235909,40.218086,4,,false
221,110114006,110114,回龙观,回龙观,116.324768,40.064262,7,,false
222,110114007,110114,东小口,东小口,116.408752,40.05817,6,,false
223,110114008,110114,天通苑北街道,天通苑北街道,116.235909,40.218086,15,,false
224,110114009,110114,天通苑南街道,天通苑南街道,116.235909,40.218086,16,,false
225,110114010,110114,霍营街道,霍营街道,116.235909,40.218086,8,,false
226,110114104,110114,阳坊镇,阳坊镇,116.139954,40.138474,19,,false
227,110114110,110114,小汤山镇,小汤山镇,116.399765,40.177315,17,,false
228,110114111,110114,南邵镇,南邵镇,116.286171,40.207729,12,,false
229,110114112,110114,崔村镇,崔村镇,116.353096,40.220581,5,,false
230,110114113,110114,百善镇,百善镇,116.320366,40.16724,1,,false
231,110114115,110114,北七家镇,北七家镇,116.424767,40.117943,2,,false
232,110114116,110114,兴寿镇,兴寿镇,116.409554,40.214409,18,,false
233,110114118,110114,流村镇,流村镇,116.064659,40.182697,9,,false
234,110114119,110114,十三陵镇,十三陵镇,116.22493,40.272087,14,,false
235,110114120,110114,延寿镇,延寿镇,116.235909,40.218086,20,,false
236,110115001,110115,兴丰街道,兴丰街道,116.338036,39.728909,17,,false
237,110115002,110115,林校路街道,林校路街道,116.338036,39.728909,9,,false
238,110115003,110115,清源街道,清源街道,116.338036,39.728909,12,,false
239,110115004,110115,亦庄,亦庄,116.481903,39.800163,19,,false
240,110115005,110115,黄村,黄村,116.340256,39.72773,7,,false
241,110115006,110115,旧宫,旧宫,116.445854,39.804882,8,,false
242,110115007,110115,西红门,西红门,116.350479,39.790298,16,,false
243,110115008,110115,瀛海,瀛海,116.452293,39.756207,18,,false
244,110115009,110115,观音寺街道,观音寺街道,116.338036,39.728909,5,,false
245,110115010,110115,天宫院街道,天宫院街道,116.338036,39.728909,14,,false
246,110115103,110115,青云店镇,青云店镇,116.501617,39.685539,13,,false
247,110115104,110115,采育镇,采育镇,116.666641,39.652382,4,,false
248,110115105,110115,安定镇,安定镇,116.499931,39.617622,1,,false
249,110115106,110115,礼贤镇,礼贤镇,116.435577,39.556927,10,,false
250,110115107,110115,榆垡镇,榆垡镇,116.315468,39.510513,20,,false
251,110115108,110115,庞各庄镇,庞各庄镇,116.324249,39.63475,11,,false
252,110115109,110115,北臧村镇,北臧村镇,116.30262,39.686275,3,,false
253,110115110,110115,魏善庄镇,魏善庄镇,116.414673,39.631481,15,,false
254,110115111,110115,长子营镇,长子营镇,116.596069,39.684967,21,,false
255,110115403,110115,北京经济技术开发区,北京经济技术开发区,116.338036,39.728909,2,,false
256,110115404,110115,中关村国家自主创新示范区大兴生物医药产业基地,中关村国家自主创新示范区大兴生物医药产业基地,116.338036,39.728909,22,,false
257,110115405,110115,国家新媒体产业基地,国家新媒体产业基地,116.338036,39.728909,6,,false
258,110116001,110116,泉河街道,泉河街道,116.637123,40.324272,13,,false
259,110116002,110116,龙山街道,龙山街道,116.637123,40.324272,10,,false
260,110116003,110116,怀柔,怀柔,116.640656,40.302105,6,,false
261,110116004,110116,雁栖,雁栖,116.658119,40.359653,16,,false
262,110116005,110116,庙城,庙城,116.634979,40.292679,11,,false
263,110116102,110116,北房镇,北房镇,116.702866,40.326294,2,,false
264,110116103,110116,杨宋镇,杨宋镇,116.685577,40.291607,15,,false
265,110116105,110116,桥梓镇,桥梓镇,116.574066,40.290497,12,,false
266,110116106,110116,怀北镇,怀北镇,116.689476,40.388874,5,,false
267,110116107,110116,汤河口镇,汤河口镇,116.645279,40.737061,14,,false
268,110116108,110116,渤海镇,渤海镇,116.46714,40.414944,4,,false
269,110116109,110116,九渡河镇,九渡河镇,116.469849,40.361797,7,,false
270,110116110,110116,琉璃庙镇,琉璃庙镇,116.608925,40.587994,9,,false
271,110116111,110116,宝山镇,宝山镇,116.569923,40.694778,1,,false
272,110116211,110116,长哨营满族乡,长哨营满族乡,116.749069,40.794495,17,,false
273,110116213,110116,喇叭沟门满族乡,喇叭沟门满族乡,116.621941,40.902462,8,,false
274,110116400,110116,北京雁栖经济开发区,北京雁栖经济开发区,116.666367,40.363369,3,,false
275,110117001,110117,滨河街道,滨河街道,117.119339,40.156559,1,,false
276,110117002,110117,兴谷街道,兴谷街道,117.112335,40.144783,14,,false
277,110117003,110117,渔阳,渔阳,117.112335,40.144783,17,,false
278,110117004,110117,峪口,峪口,117.017563,40.184242,16,,false
279,110117005,110117,马坊,马坊,117.011803,40.060158,9,,false
280,110117006,110117,金海湖,金海湖,117.266624,40.179852,6,,false
281,110117101,110117,东高村镇,东高村镇,117.114128,40.103111,4,,false
282,110117102,110117,山东庄镇,山东庄镇,117.158562,40.188156,11,,false
283,110117104,110117,南独乐河镇,南独乐河镇,117.226959,40.172302,10,,false
284,110117105,110117,大华山镇,大华山镇,117.065697,40.27763,2,,false
285,110117106,110117,夏各庄镇,夏各庄镇,117.175079,40.124405,13,,false
286,110117108,110117,马昌营镇,马昌营镇,117.022026,40.134289,8,,false
287,110117110,110117,王辛庄镇,王辛庄镇,117.103806,40.160812,12,,false
288,110117111,110117,大兴庄镇,大兴庄镇,117.041969,40.145245,3,,false
289,110117112,110117,刘家店镇,刘家店镇,117.022041,40.240158,7,,false
290,110117114,110117,镇罗营镇,镇罗营镇,117.149467,40.345036,18,,false
291,110117213,110117,黄松峪乡,黄松峪乡,117.267151,40.23798,5,,false
292,110117214,110117,熊儿寨乡,熊儿寨乡,117.134155,40.284981,15,,false
293,110228001,110228,鼓楼街道,鼓楼街道,116.843353,40.377361,9,,false
294,110228002,110228,果园街道,果园街道,116.843353,40.377361,10,,false
295,110228003,110228,檀营,檀营,116.855606,40.378029,18,,false
296,110228100,110228,密云镇,密云镇,116.840576,40.368874,13,,false
297,110228101,110228,溪翁庄镇,溪翁庄镇,116.854149,40.474804,21,,false
298,110228102,110228,西田各庄镇,西田各庄镇,116.77121,40.400902,20,,false
299,110228103,110228,十里堡镇,十里堡镇,116.802032,40.35799,16,,false
300,110228104,110228,河南寨镇,河南寨镇,116.827202,40.331295,11,,false
301,110228105,110228,巨各庄镇,巨各庄镇,116.947968,40.381695,12,,false
302,110228106,110228,穆家峪镇,穆家峪镇,116.944038,40.411942,14,,false
303,110228107,110228,太师屯镇,太师屯镇,117.12851,40.53801,17,,false
304,110228108,110228,高岭镇,高岭镇,117.120399,40.603386,7,,false
305,110228109,110228,不老屯镇,不老屯镇,116.977524,40.567146,3,,false
306,110228110,110228,冯家峪镇,冯家峪镇,116.875786,40.620216,6,,false
307,110228111,110228,古北口镇,古北口镇,117.163765,40.691685,8,,false
308,110228112,110228,大城子镇,大城子镇,117.109665,40.392937,4,,false
309,110228113,110228,东邵渠镇,东邵渠镇,116.967842,40.293613,5,,false
310,110228114,110228,北庄镇,北庄镇,117.180954,40.509491,2,,false
311,110228115,110228,新城子镇,新城子镇,117.334717,40.644043,19,,false
312,110228116,110228,石城镇,石城镇,116.819672,40.54126,15,,false
313,110228400,110228,北京密云经济开发区,北京密云经济开发区,116.843353,40.377361,1,,false
314,110229001,110229,百泉街道,百泉街道,115.985008,40.465324,2,,false
315,110229002,110229,香水园街道,香水园街道,115.985008,40.465324,13,,false
316,110229003,110229,儒林街道,儒林街道,115.985008,40.465324,10,,false
317,110229100,110229,延庆镇,延庆镇,115.98497,40.458649,15,,false
318,110229101,110229,康庄镇,康庄镇,115.900131,40.382523,7,,false
319,110229102,110229,八达岭镇,八达岭镇,115.972588,40.364788,1,,false
320,110229103,110229,永宁镇,永宁镇,116.170418,40.530075,16,,false
321,110229104,110229,旧县镇,旧县镇,116.087563,40.550392,6,,false
322,110229105,110229,张山营镇,张山营镇,115.844231,40.476929,17,,false
323,110229106,110229,四海镇,四海镇,116.413284,40.531544,12,,false
324,110229107,110229,千家店镇,千家店镇,116.346474,40.693558,9,,false
325,110229108,110229,沈家营镇,沈家营镇,116.04557,40.481617,11,,false
326,110229109,110229,大榆树镇,大榆树镇,116.029236,40.435627,3,,false
327,110229110,110229,井庄镇,井庄镇,116.103531,40.468281,5,,false
328,110229207,110229,大庄科乡,大庄科乡,116.235611,40.432163,4,,false
329,110229209,110229,刘斌堡乡,刘斌堡乡,116.226036,40.567707,8,,false
330,110229210,110229,香营乡,香营乡,116.145584,40.571156,14,,false
331,110229214,110229,珍珠泉乡,珍珠泉乡,116.425453,40.56036,18,,false
332,120101001,120101,劝业场街道,劝业场街道,117.200333,39.123306,3,,false
333,120101002,120101,小白楼街道,小白楼街道,117.210976,39.116837,5,,false
334,120101003,120101,体育馆街道,体育馆街道,117.200356,39.110371,4,,false
335,120101004,120101,新兴街道,新兴街道,117.186043,39.102882,6,,false
336,120101005,120101,南营门街道,南营门街道,117.184494,39.118805,2,,false
337,120101006,120101,南市街道,南市街道,117.187027,39.131435,1,,false
338,120102001,120102,大王庄街道,大王庄街道,117.221672,39.1278,3,,false
339,120102002,120102,大直沽街道,大直沽街道,117.246384,39.109383,4,,false
340,120102003,120102,中山门街道,中山门街道,117.269997,39.101902,13,,false
341,120102004,120102,富民路街道,富民路街道,117.22657,39.122124,7,,false
342,120102005,120102,二号桥街道,二号桥街道,117.289703,39.09922,6,,false
343,120102006,120102,春华街道,春华街道,117.212059,39.14069,2,,false
344,120102007,120102,唐家口街道,唐家口街道,117.240021,39.125698,10,,false
345,120102008,120102,向阳楼街道,向阳楼街道,117.246269,39.136387,12,,false
346,120102009,120102,常州道街道,常州道街道,117.22657,39.122124,1,,false
347,120102010,120102,上杭路街道,上杭路街道,117.22657,39.122124,9,,false
348,120102011,120102,东新街道,东新街道,117.27684,39.142681,5,,false
349,120102012,120102,鲁山道街道,鲁山道街道,117.281731,39.149414,8,,false
350,120102013,120102,天津铁厂街道,天津铁厂街道,117.22657,39.122124,11,,false
351,120103001,120103,大营门街道,大营门街道,117.215118,39.108627,2,,false
352,120103002,120103,下瓦房街道,下瓦房街道,117.226059,39.106232,11,,false
353,120103003,120103,桃园街道,桃园街道,117.213661,39.101925,9,,false
354,120103004,120103,挂甲寺街道,挂甲寺街道,117.221725,39.09803,4,,false
355,120103005,120103,马场街道,马场街道,117.198784,39.098278,7,,false
356,120103006,120103,越秀路街道,越秀路街道,117.217537,39.101898,13,,false
357,120103007,120103,友谊路街道,友谊路街道,117.217537,39.101898,12,,false
358,120103008,120103,天塔街道,天塔街道,117.185616,39.08149,10,,false
359,120103009,120103,尖山街道,尖山街道,117.225677,39.088924,5,,false
360,120103010,120103,陈塘庄街道,陈塘庄街道,117.26503,39.067825,1,,false
361,120103011,120103,柳林街道,柳林街道,117.273239,39.065231,6,,false
362,120103012,120103,东海街道,东海街道,117.263962,39.05608,3,,false
363,120103013,120103,梅江街道,梅江街道,117.217537,39.101898,8,,false
364,120104001,120104,长虹街道,长虹街道,117.150513,39.138432,12,,false
365,120104002,120104,鼓楼街道,鼓楼街道,117.183838,39.139648,2,,false
366,120104003,120104,兴南街道,兴南街道,117.176666,39.126137,10,,false
367,120104004,120104,广开街道,广开街道,117.169006,39.129494,1,,false
368,120104005,120104,万兴街道,万兴街道,117.17392,39.120296,8,,false
369,120104006,120104,学府街道,学府街道,117.168167,39.112423,11,,false
370,120104007,120104,向阳路街道,向阳路街道,117.164146,39.120476,9,,false
371,120104008,120104,嘉陵道街道,嘉陵道街道,117.164146,39.120476,4,,false
372,120104009,120104,王顶堤街道,王顶堤街道,117.144806,39.102852,7,,false
373,120104010,120104,水上公园街道,水上公园街道,117.164146,39.120476,5,,false
374,120104011,120104,体育中心街道,体育中心街道,117.190186,39.125595,6,,false
375,120104012,120104,华苑街道,华苑街道,117.126976,39.085709,3,,false
376,120105001,120105,光复道街道,光复道街道,117.201569,39.156631,1,,false
377,120105002,120105,望海楼街道,望海楼街道,117.201439,39.152077,8,,false
378,120105003,120105,鸿顺里街道,鸿顺里街道,117.193993,39.160461,2,,false
379,120105004,120105,新开河街道,新开河街道,117.201569,39.156631,9,,false
380,120105005,120105,铁东路街道,铁东路街道,117.201569,39.156631,6,,false
381,120105006,120105,建昌道街道,建昌道街道,117.201569,39.156631,3,,false
